id,cena,regija,upravna,obcina,leto_gradnje,leto_adaptacije,povrsina,gradnja
6516432,349000.0,LJ-okolica,Lj. SZ del (Šiška),Medvode,1975,2006,249.0,dvojček
6480812,395000.0,LJ-okolica,Lj. SZ del (Šiška),Medvode,1960,,398.25,samostojna
6468336,400000.0,Podravska,Maribor,Maribor,1977,2007,183.0,samostojna
6510312,200000.0,Podravska,Maribor,Maribor,1991,2012,266.0,vrstna
6495152,200000.0,Podravska,Maribor,Maribor,1971,,200.2,samostojna
6516199,235000.0,Podravska,Maribor,Maribor,1927,1987,181.0,samostojna
6436026,320000.0,Savinjska,Šmarje pri Jelšah,Rogaška Slatina,2010,,233.0,samostojna
6505302,320000.0,Savinjska,Šmarje pri Jelšah,Rogaška Slatina,2010,,233.0,samostojna
6446460,175000.0,Savinjska,Slovenske Konjice,Zreče,1985,,140.0,dvostanovanjska
6515852,140000.0,J. Primorska,Koper,Koper,1900,1974,35.8,vrstna
6504959,259000.0,J. Primorska,Koper,Koper,1950,2017,125.7,dvostanovanjska
6505815,259000.0,J. Primorska,Koper,Koper,1950,2021,125.7,dvostanovanjska
6506000,600000.0,J. Primorska,Koper,Koper,1900,2016,180.0,samostojna
6517203,535000.0,J. Primorska,Koper,Koper,1900,,245.0,vrstna
6491154,160965.0,Podravska,Lenart,Sveta Trojica v Slov. goricah,2022,,194.5,samostojna
6491159,139990.0,Podravska,Lenart,Sveta Trojica v Slov. goricah,2022,,194.5,samostojna
6491155,152752.5,Podravska,Lenart,Sveta Trojica v Slov. goricah,2022,,194.5,samostojna
6491157,150015.0,Podravska,Lenart,Sveta Trojica v Slov. goricah,2022,,194.5,samostojna
6502134,195000.0,Podravska,Maribor,Duplek,2023,,121.49,dvojček
6502131,205000.0,Podravska,Maribor,Duplek,2023,,121.49,dvojček
6510625,125000.0,Podravska,Maribor,Duplek,2000,2015,184.42,dvojček
6490885,450000.0,Podravska,Maribor,Duplek,1979,2015,274.0,samostojna
6497999,259900.0,Podravska,Maribor,Duplek,1967,2004,317.66,dvostanovanjska
6516456,210000.0,Podravska,Ptuj,Kidričevo,1978,2008,260.0,samostojna
6514649,450000.0,LJ-okolica,Litija,Litija,2022,,254.6,samostojna
6505885,320000.0,LJ-okolica,Litija,Litija,2008,,122.0,dvojček
6512802,269000.0,Podravska,Pesnica,Pesnica,1992,,323.0,samostojna
6484645,124900.0,Pomurska,Ljutomer,Ljutomer,1962,,227.9,samostojna
6491497,65000.0,Podravska,Ptuj,Videm,1988,,60.0,samostojna
6484090,179000.0,Podravska,Ptuj,Videm,1967,,165.8,samostojna
6515340,298000.0,Podravska,Lenart,Lenart,2023,,246.8,samostojna
6496081,59990.0,Podravska,Lenart,Lenart,1900,1960,60.0,samostojna
6489964,44000.0,Pomurska,Murska Sobota,Moravske Toplice,1966,,221.0,samostojna
6503034,80000.0,Podravska,Ormož,Središče ob Dravi,1972,,210.0,samostojna
6442973,85800.0,Podravska,Ormož,Središče ob Dravi,1952,,216.5,samostojna
6413681,69500.0,Podravska,Ormož,Središče ob Dravi,1920,1995,392.0,dvostanovanjska
6442266,30000.0,Podravska,Ormož,Središče ob Dravi,1908,,90.0,samostojna
6468210,64900.0,Podravska,Ormož,Središče ob Dravi,1880,1960,193.2,samostojna
6482607,165000.0,LJ-okolica,Kamnik,Kamnik,1923,,600.0,samostojna
6442980,99000.0,Dolenjska,Črnomelj,Semič,1900,1998,133.5,samostojna
6471632,348000.0,Gorenjska,Kranj,Kranj,1992,2018,268.0,samostojna
6516252,348000.0,Gorenjska,Kranj,Kranj,1992,2018,268.0,dvostanovanjska
6467605,395000.0,Gorenjska,Kranj,Kranj,1980,2005,270.0,samostojna
6499255,325000.0,LJ-mesto,Lj. Šiška,Ljubljana,1912,2005,147.0,samostojna
6343215,250000.0,Podravska,Maribor,Maribor,2005,,249.6,samostojna
6506157,299000.0,J. Primorska,Koper,Koper,1905,2016,85.5,vrstna
6481623,149000.0,Podravska,Ptuj,Majšperk,1975,,180.0,samostojna
6514519,1600000.0,LJ-mesto,Lj. Šiška,Ljubljana,2013,,340.0,samostojna
6508306,1600000.0,LJ-mesto,Lj. Šiška,Ljubljana,2013,,340.0,samostojna
6287813,38000.0,Dolenjska,Novo mesto,Škocjan,1970,,160.0,samostojna
6472582,60000.0,Dolenjska,Kočevje,Kočevje,1890,,93.0,samostojna
6501866,85000.0,Dolenjska,Kočevje,Kočevje,1958,1999,350.0,samostojna
6498646,109000.0,Pomurska,Ljutomer,Ljutomer,1980,,130.8,samostojna
6500567,30000.0,Dolenjska,Trebnje,Mirna,1980,,96.0,dvojček
6514998,89900.0,Podravska,Lenart,Benedikt,1983,,202.0,samostojna
6470412,185000.0,Gorenjska,Škofja Loka,Škofja Loka,1826,,250.0,vrstna
6510703,138000.0,Savinjska,Laško,Radeče,1960,,145.0,samostojna
6301536,290000.0,Koroška,Slovenj Gradec,Slovenj Gradec,,2018,193.4,hiša
6500042,96000.0,Notranjska,Cerknica,Loška Dolina,1891,2019,90.0,samostojna
6460179,65000.0,Notranjska,Cerknica,Loška Dolina,1992,,270.0,samostojna
6404361,105000.0,Koroška,Slovenj Gradec,Slovenj Gradec,1900,1960,170.0,samostojna
6502948,110000.0,Podravska,Maribor,Starše,1990,,156.0,samostojna
6510014,259000.0,Gorenjska,Kranj,Cerklje na Gorenjskem,1986,,143.0,samostojna
6280186,280000.0,LJ-mesto,Lj. Bežigrad,Ljubljana,1965,2017,152.8,vrstna
6483731,25000.0,Notranjska,Postojna,Postojna,1800,,82.0,samostojna
6288871,270000.0,Savinjska,Slovenske Konjice,Zreče,1985,,387.0,hiša
6509744,155000.0,Dolenjska,Novo mesto,Novo mesto,2022,,210.0,dvojček
6452068,288000.0,Dolenjska,Novo mesto,Straža,1968,2008,274.0,samostojna
6427418,288000.0,Dolenjska,Novo mesto,Straža,1968,2008,274.0,samostojna
6505996,119000.0,Dolenjska,Novo mesto,Straža,1958,1998,100.9,samostojna
6496915,35000.0,Podravska,Ptuj,Videm,1980,,57.5,samostojna
6298220,300000.0,LJ-okolica,Vrhnika,Vrhnika,2019,,358.0,samostojna
6438703,780000.0,J. Primorska,Piran,Piran,1967,,64.5,samostojna
6514616,850000.0,J. Primorska,Piran,Piran,1940,1983,234.0,samostojna
6025849,999000.0,J. Primorska,Piran,Piran,1940,1983,370.0,samostojna
6243766,800000.0,J. Primorska,Piran,Piran,,2017,120.0,samostojna
6473190,650000.0,J. Primorska,Piran,Piran,2022,,110.3,vrstna
6517454,94900.0,Podravska,Maribor,Maribor,1930,1995,46.1,samostojna
6336342,185000.0,Podravska,Maribor,Maribor,1920,2003,65.6,dvojček
6493431,152000.0,Podravska,Maribor,Maribor,1960,2013,90.0,dvojček
6518036,165000.0,Podravska,Maribor,Maribor,1950,,90.0,samostojna
6494564,360000.0,Podravska,Maribor,Maribor,2022,,130.0,samostojna
6500014,305000.0,Podravska,Maribor,Maribor,2022,,137.0,vrstna
6492690,139000.0,Podravska,Maribor,Maribor,1970,,137.0,samostojna
6513641,305000.0,Podravska,Maribor,Maribor,2022,,137.12,vrstna
6513056,305000.0,Podravska,Maribor,Maribor,2022,,137.12,vrstna
6511730,305000.0,Podravska,Maribor,Maribor,2022,,137.12,vrstna
6513366,305000.0,Podravska,Maribor,Maribor,2022,,137.12,vrstna
6497656,230000.0,Podravska,Maribor,Maribor,1968,,160.0,samostojna
6513082,365000.0,Podravska,Maribor,Maribor,2022,,163.71,vrstna
6511731,365000.0,Podravska,Maribor,Maribor,2022,,163.71,vrstna
6500016,365000.0,Podravska,Maribor,Maribor,2022,,165.0,vrstna
6509582,249000.0,Podravska,Maribor,Maribor,1980,,230.0,samostojna
6513630,410000.0,Podravska,Maribor,Maribor,2022,,253.62,vrstna
6505336,370000.0,Podravska,Maribor,Maribor,1970,2005,282.9,samostojna
6504430,339000.0,Podravska,Maribor,Maribor,1904,,340.9,hiša
6467240,139000.0,Podravska,Maribor,Maribor,1937,,744.0,samostojna
6489797,139900.0,Podravska,Maribor,Maribor,1976,2021,137.0,samostojna
6511004,180000.0,Podravska,Maribor,Maribor,1880,,284.0,vrstna
6510833,449000.0,LJ-okolica,Domžale,Domžale,1993,2020,462.78,samostojna
6500468,270000.0,Podravska,Slovenska Bistrica,Poljčane,1952,2020,164.0,samostojna
6452888,80000.0,Notranjska,Postojna,Postojna,1871,,242.0,samostojna
6437002,99000.0,Dolenjska,Ribnica,Ribnica,1920,1980,207.0,samostojna
6455485,310000.0,J. Primorska,Koper,Koper,1800,,62.0,samostojna
6435638,410000.0,J. Primorska,Koper,Koper,1921,1996,120.0,vrstna
6460220,105000.0,J. Primorska,Koper,Koper,1900,,145.85,samostojna
6493441,390000.0,J. Primorska,Koper,Koper,2022,,150.0,samostojna
6503923,420000.0,J. Primorska,Koper,Koper,2008,,180.0,dvojček
6466002,320000.0,J. Primorska,Koper,Koper,1987,,259.4,samostojna
6516176,320000.0,J. Primorska,Koper,Koper,1987,2006,259.4,samostojna
6507307,345000.0,J. Primorska,Koper,Koper,1987,2019,260.0,samostojna
6507514,90000.0,Savinjska,Žalec,Prebold,1900,,161.7,samostojna
6466963,149900.0,Savinjska,Žalec,Prebold,2022,,110.0,samostojna
6508593,155000.0,Savinjska,Žalec,Prebold,2022,,110.0,dvojček
6508273,299000.0,J. Primorska,Piran,Piran,1800,2002,145.5,hiša
6481271,145000.0,J. Primorska,Piran,Piran,1900,,80.0,vrstna
6506786,395000.0,Podravska,Lenart,Benedikt,2018,,398.5,samostojna
6514762,445000.0,Podravska,Lenart,Sveta Trojica v Slov. goricah,2016,,145.0,samostojna
6484078,169000.0,Podravska,Lenart,Sveta Trojica v Slov. goricah,1901,,234.42,samostojna
6511716,169000.0,Podravska,Lenart,Sveta Trojica v Slov. goricah,1901,,235.0,samostojna
6470787,710000.0,S.Primorska,Nova Gorica,Nova Gorica,1920,2010,82.0,samostojna
6298796,55000.0,Pomurska,Gornja Radgona,Sveti Jurij ob Ščavnici,1960,2010,136.0,samostojna
6481877,550000.0,Savinjska,Celje,Štore,2007,,275.5,samostojna
6470646,550000.0,Savinjska,Celje,Štore,2007,,275.5,samostojna
6495992,120000.0,Podravska,Ptuj,Destrnik,1750,,138.0,samostojna
6494089,85000.0,Podravska,Ptuj,Destrnik,1929,2006,100.0,samostojna
6504036,228000.0,J. Primorska,Koper,Koper,1965,2013,72.79,vrstna
6436140,840000.0,J. Primorska,Koper,Koper,1990,2008,202.8,samostojna
6514909,29999.0,Pomurska,Murska Sobota,Šalovci,1937,1977,92.0,samostojna
6460659,610000.0,J. Primorska,Izola,Izola,2003,,207.0,samostojna
6460667,610000.0,J. Primorska,Izola,Izola,2003,,207.0,samostojna
6474278,610000.0,J. Primorska,Izola,Izola,2003,,207.0,samostojna
6511758,235000.0,J. Primorska,Izola,Izola,1890,1981,101.85,vrstna
6512600,268000.0,S.Primorska,Nova Gorica,Nova Gorica,1976,,175.8,samostojna
6509657,342000.0,S.Primorska,Nova Gorica,Nova Gorica,2010,,290.0,vrstna
6482215,250000.0,S.Primorska,Nova Gorica,Šempeter - Vrtojba,1968,,212.0,samostojna
6413001,820000.0,S.Primorska,Nova Gorica,Šempeter - Vrtojba,2009,,219.0,samostojna
5982015,530000.0,S.Primorska,Nova Gorica,Šempeter - Vrtojba,2009,,242.6,samostojna
6515899,970700.0,S.Primorska,Nova Gorica,Šempeter - Vrtojba,1997,,367.0,samostojna
6433171,155000.0,S.Primorska,Nova Gorica,Šempeter - Vrtojba,1948,1965,95.0,vrstna
6503391,255000.0,S.Primorska,Nova Gorica,Šempeter - Vrtojba,1958,2001,156.0,vrstna
6488569,410000.0,S.Primorska,Nova Gorica,Šempeter - Vrtojba,1990,,205.0,vrstna
6502448,183000.0,Savinjska,Žalec,Žalec,2022,,135.0,samostojna
6397438,270000.0,Savinjska,Žalec,Žalec,1976,2019,200.0,samostojna
6508222,290000.0,Savinjska,Žalec,Žalec,1976,,191.0,samostojna
6516646,160000.0,Savinjska,Žalec,Žalec,1800,2005,203.0,samostojna
6512008,367000.0,Gorenjska,Kranj,Šenčur,2022,,121.4,vrstna
6493505,495000.0,Gorenjska,Kranj,Šenčur,2022,,123.3,vrstna
6510525,370000.0,Gorenjska,Kranj,Šenčur,2022,,135.8,samostojna
6489053,560000.0,Gorenjska,Kranj,Šenčur,2022,,184.67,samostojna
6488863,560000.0,Gorenjska,Kranj,Šenčur,2022,,184.67,samostojna
6504308,490000.0,Gorenjska,Kranj,Šenčur,2022,,188.43,vrstna
6503917,453000.0,Gorenjska,Kranj,Šenčur,2022,,189.48,vrstna
6517228,350000.0,Gorenjska,Kranj,Šenčur,1992,2002,200.0,samostojna
6503907,510000.0,Gorenjska,Kranj,Šenčur,2022,,254.15,vrstna
6504307,479000.0,Gorenjska,Kranj,Šenčur,2022,,265.74,vrstna
6514488,350000.0,Gorenjska,Kranj,Šenčur,1992,2002,200.0,samostojna
6481080,349000.0,Koroška,Slovenj Gradec,Mislinja,2001,,364.14,samostojna
6515821,279900.0,Podravska,Pesnica,Šentilj,2022,,115.39,samostojna
6509987,238900.0,Podravska,Pesnica,Šentilj,2022,,137.85,atrijska
6513058,350000.0,Podravska,Pesnica,Šentilj,2017,,149.7,atrijska
6512916,225000.0,Podravska,Pesnica,Šentilj,2022,,177.0,samostojna
6515455,225000.0,Podravska,Pesnica,Šentilj,2022,,177.0,samostojna
6501576,259000.0,Podravska,Pesnica,Šentilj,2022,,188.0,samostojna
6435844,259900.0,Podravska,Pesnica,Šentilj,2022,,188.21,samostojna
6491395,259900.0,Podravska,Pesnica,Šentilj,2022,,188.21,samostojna
6484067,259900.0,Podravska,Pesnica,Šentilj,2022,,188.21,samostojna
6491615,279900.0,Podravska,Pesnica,Šentilj,2022,,215.2,samostojna
6498649,230000.0,Podravska,Pesnica,Šentilj,1972,2008,229.2,samostojna
6484070,279900.0,Podravska,Pesnica,Šentilj,2022,,229.51,samostojna
6484071,294900.0,Podravska,Pesnica,Šentilj,2022,,229.51,atrijska
6500874,190000.0,Podravska,Pesnica,Šentilj,1966,,126.0,samostojna
6513834,445000.0,LJ-mesto,Lj. Bežigrad,Ljubljana,1974,2018,280.0,samostojna
6508246,445000.0,LJ-mesto,Lj. Bežigrad,Ljubljana,1974,2018,254.9,samostojna
6515325,445000.0,LJ-mesto,Lj. Bežigrad,Ljubljana,1974,2018,280.0,samostojna
6505839,445000.0,LJ-mesto,Lj. Bežigrad,Ljubljana,1974,,280.0,samostojna
6498189,55000.0,Posavska,Sevnica,Sevnica,1950,2000,66.6,samostojna
6500395,450000.0,Dolenjska,Novo mesto,Šentjernej,2003,,571.0,samostojna
6315414,190000.0,Dolenjska,Novo mesto,Šentjernej,1600,2000,889.0,samostojna
6423616,123000.0,Dolenjska,Novo mesto,Šentjernej,,2003,85.0,samostojna
6517697,90000.0,Dolenjska,Novo mesto,Šentjernej,1997,,258.0,samostojna
6333966,290000.0,Savinjska,Šentjur,Šentjur,2013,,193.5,samostojna
6512813,150000.0,Savinjska,Šentjur,Šentjur,1807,,123.0,samostojna
6456197,94000.0,Zasavska,Zagorje ob Savi,Zagorje ob Savi,1968,,240.0,samostojna
6508825,295000.0,LJ-mesto,Lj. Moste-Polje,Ljubljana,2014,,53.5,samostojna
6503979,53000.0,Dolenjska,Trebnje,Šentrupert,1731,1985,80.0,samostojna
6508375,95000.0,Dolenjska,Trebnje,Šentrupert,1938,,265.0,samostojna
6356725,74000.0,Savinjska,Laško,Laško,1974,,367.0,samostojna
6514534,78000.0,Savinjska,Laško,Laško,1980,2006,96.0,samostojna
6511434,475000.0,LJ-mesto,Lj. Šiška,Ljubljana,1962,2005,162.1,vrstna
6465248,790000.0,LJ-mesto,Lj. Šiška,Ljubljana,1929,2002,691.3,samostojna
6515309,95000.0,Savinjska,Šmarje pri Jelšah,Šmarje pri Jelšah,1968,2008,177.0,samostojna
6514612,448000.0,LJ-okolica,Domžale,Lukovica,2007,,195.6,dvojček
6510632,448000.0,LJ-okolica,Domžale,Lukovica,2007,,196.0,dvojček
6473557,320000.0,LJ-okolica,Grosuplje,Ivančna Gorica,2000,2020,165.0,samostojna
6493166,349000.0,LJ-mesto,Lj. Šiška,Ljubljana,1980,1993,220.0,samostojna
6502358,65000.0,S.Primorska,Tolmin,Tolmin,1750,,220.6,samostojna
6451541,400000.0,Savinjska,Laško,Laško,1930,2010,160.0,samostojna
6514584,115000.0,Savinjska,Velenje,Velenje,1982,2003,155.0,samostojna
6513697,174900.0,Savinjska,Velenje,Velenje,1984,,166.0,samostojna
6511718,250000.0,Savinjska,Velenje,Velenje,1968,,208.0,samostojna
6508534,330000.0,Gorenjska,Škofja Loka,Škofja Loka,2022,,145.0,dvojček
6514428,357000.0,Gorenjska,Škofja Loka,Škofja Loka,1975,,212.7,dvostanovanjska
6518080,280000.0,Gorenjska,Škofja Loka,Škofja Loka,1983,,263.0,samostojna
6517572,420000.0,Gorenjska,Škofja Loka,Škofja Loka,1936,,301.0,samostojna
6502754,510000.0,Gorenjska,Škofja Loka,Škofja Loka,2016,,204.3,samostojna
6515713,320000.0,Gorenjska,Škofja Loka,Škofja Loka,1986,2010,143.0,vrstna
6505941,1250000.0,Savinjska,Celje,Celje,2002,,450.0,samostojna
6415966,184000.0,Savinjska,Celje,Celje,1820,,342.0,dvostanovanjska
6516571,149000.0,Savinjska,Celje,Celje,1954,2018,120.0,samostojna
6507452,290000.0,Savinjska,Celje,Celje,1976,2015,185.2,hiša
6067875,570000.0,J. Primorska,Sežana,Divača,1800,2013,457.0,samostojna
6498674,650000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Škofljica,1963,2014,134.5,samostojna
6515229,439000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Škofljica,2009,,146.0,vrstna
6508302,350000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Škofljica,2023,,174.69,vrstna
6508299,350000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Škofljica,2023,,174.69,vrstna
6492979,315000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Škofljica,2023,,178.0,samostojna
6495924,350000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Škofljica,1980,1999,295.7,samostojna
6505614,750000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Škofljica,1998,,587.0,samostojna
6498894,475000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Škofljica,2015,,184.81,dvojček
6326021,120000.0,J. Primorska,Sežana,Komen,1790,,110.8,hiša
6464269,278000.0,LJ-okolica,Kamnik,Kamnik,1940,,140.0,dvostanovanjska
6499326,350000.0,LJ-okolica,Kamnik,Kamnik,1989,2015,200.0,dvojček
6516602,450000.0,LJ-okolica,Kamnik,Kamnik,1970,2007,202.8,samostojna
6514595,329000.0,LJ-okolica,Kamnik,Kamnik,1974,2003,283.7,dvostanovanjska
6514594,329000.0,LJ-okolica,Kamnik,Kamnik,1974,2003,283.7,samostojna
6470569,80000.0,S.Primorska,Ajdovščina,Ajdovščina,1800,1960,93.0,samostojna
6424760,845000.0,J. Primorska,Koper,Koper,1900,,120.0,samostojna
6410336,80000.0,S.Primorska,Ajdovščina,Ajdovščina,1859,1963,120.0,dvojček
6517314,389000.0,J. Primorska,Koper,Koper,2022,,126.4,samostojna
6517305,369000.0,J. Primorska,Koper,Koper,2022,,128.3,dvojček
6517308,369000.0,J. Primorska,Koper,Koper,2022,,128.3,dvojček
6342425,293000.0,J. Primorska,Koper,Koper,1990,2010,131.7,vrstna
6483495,80000.0,S.Primorska,Ajdovščina,Ajdovščina,1800,1960,162.0,samostojna
6277173,199000.0,S.Primorska,Ajdovščina,Ajdovščina,2003,,223.0,samostojna
6517450,479500.0,J. Primorska,Koper,Koper,1980,,248.8,samostojna
6504012,489000.0,LJ-okolica,Grosuplje,Grosuplje,2023,,149.25,samostojna
6504007,459000.0,LJ-okolica,Grosuplje,Grosuplje,2023,,149.25,samostojna
6504009,469000.0,LJ-okolica,Grosuplje,Grosuplje,2023,,149.25,samostojna
6513087,329000.0,LJ-okolica,Grosuplje,Grosuplje,2008,,163.6,dvojček
6437361,150000.0,Savinjska,Šmarje pri Jelšah,Šmarje pri Jelšah,1971,,198.0,samostojna
6503862,118000.0,Savinjska,Šmarje pri Jelšah,Šmarje pri Jelšah,1950,,205.0,samostojna
6508397,380000.0,Savinjska,Šmarje pri Jelšah,Šmarje pri Jelšah,2006,,222.4,samostojna
6491200,165000.0,Savinjska,Šmarje pri Jelšah,Šmarje pri Jelšah,1996,,309.6,samostojna
6497163,185000.0,Savinjska,Šmarje pri Jelšah,Šmarje pri Jelšah,1974,,140.0,samostojna
6358710,150000.0,Savinjska,Šmarje pri Jelšah,Šmarje pri Jelšah,2012,,377.0,samostojna
6417127,119900.0,Savinjska,Šmarje pri Jelšah,Šmarje pri Jelšah,1950,,551.07,samostojna
6483817,294000.0,Savinjska,Šmarje pri Jelšah,Šmarje pri Jelšah,1990,,339.0,samostojna
6490022,650000.0,J. Primorska,Koper,Koper,1995,,262.35,samostojna
6496929,270000.0,J. Primorska,Koper,Koper,1905,2005,85.5,vrstna
6434170,157000.0,Dolenjska,Novo mesto,Šmarješke Toplice,1986,,170.0,samostojna
6444329,215000.0,Dolenjska,Novo mesto,Šmarješke Toplice,1999,,180.0,samostojna
6497671,220000.0,Dolenjska,Novo mesto,Šmarješke Toplice,2006,,403.0,samostojna
6517942,139000.0,Dolenjska,Novo mesto,Šmarješke Toplice,1972,,109.0,samostojna
6447287,135000.0,Dolenjska,Novo mesto,Šmarješke Toplice,1986,,128.0,samostojna
6364768,139000.0,Dolenjska,Novo mesto,Šmarješke Toplice,1800,2000,78.0,samostojna
6511403,253000.0,Dolenjska,Novo mesto,Šmarješke Toplice,1770,1982,86.9,samostojna
6496569,1400000.0,Dolenjska,Novo mesto,Šmarješke Toplice,2008,,660.3,dvostanovanjska
6183256,398000.0,S.Primorska,Nova Gorica,Brda,1976,,180.0,samostojna
6453854,54000.0,Savinjska,Velenje,Šmartno ob Paki,1800,,85.0,samostojna
6513837,160000.0,Savinjska,Velenje,Šmartno ob Paki,1986,2014,264.0,samostojna
6503841,180000.0,Savinjska,Velenje,Šmartno ob Paki,2023,,127.0,dvojček
6511283,398000.0,LJ-mesto,Lj. Moste-Polje,Ljubljana,1948,1968,187.2,samostojna
6499897,364000.0,LJ-mesto,Lj. Moste-Polje,Ljubljana,2022,,136.4,dvojček
6518128,364000.0,LJ-mesto,Lj. Moste-Polje,Ljubljana,2022,,136.4,dvojček
6003703,900000.0,LJ-mesto,Lj. Šiška,Ljubljana,2002,,540.0,dvostanovanjska
6503394,215000.0,LJ-okolica,Litija,Šmartno pri Litiji,2022,,148.0,dvojček
6451412,91000.0,Savinjska,Celje,Celje,1967,,234.0,samostojna
6488226,800000.0,Savinjska,Žalec,Braslovče,1997,,180.0,samostojna
6451047,750000.0,Savinjska,Žalec,Braslovče,2007,,450.0,samostojna
6456302,300000.0,Savinjska,Velenje,Šoštanj,1904,1984,307.0,samostojna
6504636,370000.0,Savinjska,Velenje,Šoštanj,1972,,652.8,hiša
6517061,295000.0,Savinjska,Velenje,Šoštanj,,2003,260.0,samostojna
6517242,187000.0,LJ-okolica,Grosuplje,Grosuplje,1989,2000,166.0,samostojna
6515323,495000.0,LJ-mesto,Lj. Moste-Polje,Ljubljana,2022,,155.0,vrstna
6515316,445000.0,LJ-mesto,Lj. Moste-Polje,Ljubljana,2022,,155.0,vrstna
6491927,665000.0,LJ-mesto,Lj. Moste-Polje,Ljubljana,1965,,182.0,samostojna
6490185,670000.0,LJ-mesto,Lj. Moste-Polje,Ljubljana,1965,2018,250.0,hiša
6499484,750000.0,LJ-mesto,Lj. Moste-Polje,Ljubljana,2007,,307.0,samostojna
6483753,750000.0,LJ-mesto,Lj. Moste-Polje,Ljubljana,2007,,307.0,samostojna
6516796,165000.0,J. Primorska,Sežana,Sežana,1928,1975,190.0,samostojna
6431739,1148000.0,J. Primorska,Sežana,Sežana,1868,2006,550.0,samostojna
6517007,1148000.0,J. Primorska,Sežana,Sežana,1868,2006,550.0,samostojna
6269453,59000.0,J. Primorska,Sežana,Sežana,1816,,360.0,samostojna
6386110,54000.0,Notranjska,Cerknica,Bloke,1850,1940,46.6,samostojna
6492548,410000.0,LJ-okolica,"Lj. J&Z del (Vič, Rudnik)",Dobrova - Polhov Gradec,2007,,244.8,samostojna
6497634,129990.0,Pomurska,Murska Sobota,Gornji Petrovci,1973,,300.0,samostojna
6455961,135000.0,Podravska,Maribor,Maribor,1929,2015,78.5,dvostanovanjska
6514610,179000.0,Savinjska,Žalec,Tabor,1957,2007,134.0,samostojna
6512905,255000.0,Podravska,Maribor,Maribor,1970,,135.0,dvojček
6454060,208000.0,Savinjska,Žalec,Tabor,2022,,136.0,dvojček
6517388,295000.0,Podravska,Maribor,Maribor,2021,,155.45,dvojček
6505740,248000.0,Podravska,Maribor,Maribor,1952,2008,170.0,samostojna
6428448,385000.0,Podravska,Maribor,Maribor,1965,2019,205.1,samostojna
6498160,465000.0,Podravska,Maribor,Maribor,1955,2010,270.0,samostojna
6408417,430000.0,Podravska,Maribor,Maribor,1930,2007,311.7,samostojna
6499668,170000.0,Savinjska,Žalec,Tabor,1880,,315.0,samostojna
6518065,460000.0,LJ-mesto,Lj. Šiška,Ljubljana,2022,,145.5,vrstna
6511039,460000.0,LJ-mesto,Lj. Šiška,Ljubljana,2022,,145.5,vrstna
6509471,990000.0,LJ-mesto,Lj. Šiška,Ljubljana,1999,,161.2,samostojna
6514936,840000.0,LJ-mesto,Lj. Šiška,Ljubljana,1999,,161.2,samostojna
6509918,341050.0,LJ-mesto,Lj. Šiška,Ljubljana,1950,,247.0,samostojna
6490335,430000.0,LJ-mesto,Lj. Šiška,Ljubljana,1925,2002,281.0,dvojček
6136001,2000000.0,LJ-mesto,Lj. Šiška,Ljubljana,1940,,374.4,samostojna
6516376,64000.0,Dolenjska,Črnomelj,Črnomelj,1975,,109.0,samostojna
6470288,325000.0,Gorenjska,Kranj,Kranj,2022,,130.0,dvojček
6461495,50000.0,Savinjska,Slovenske Konjice,Slovenske Konjice,1900,1960,60.0,samostojna
6512955,120000.0,Podravska,Maribor,Maribor,1945,,60.0,samostojna
6518237,162900.0,Podravska,Maribor,Maribor,1955,2018,97.4,dvojček
6484536,215000.0,Podravska,Maribor,Maribor,2006,2019,104.0,dvojček
6516339,199000.0,Podravska,Maribor,Maribor,1959,2019,151.0,samostojna
6512956,158800.0,Podravska,Maribor,Maribor,1963,,152.0,samostojna
6479564,229000.0,Podravska,Maribor,Maribor,1988,,168.3,vrstna
6480602,279000.0,Podravska,Maribor,Maribor,1989,2021,284.4,dvostanovanjska
6183549,495000.0,Podravska,Ptuj,Gorišnica,2007,,500.0,samostojna
6512713,125000.0,J. Primorska,Koper,Koper,1850,1970,90.0,samostojna
5876923,199000.0,Pomurska,Murska Sobota,Tišina,1998,2010,328.0,samostojna
6441618,135000.0,S.Primorska,Tolmin,Tolmin,1931,,279.0,samostojna
6462123,160000.0,Dolenjska,Novo mesto,Šentjernej,1980,2011,286.4,samostojna
6483682,248000.0,LJ-mesto,Lj. Bežigrad,Ljubljana,1994,,64.5,vrstna
6493550,714000.0,LJ-mesto,Lj. Bežigrad,Ljubljana,2008,,290.0,samostojna
6500279,714000.0,LJ-mesto,Lj. Bežigrad,Ljubljana,2008,,291.36,samostojna
6515233,705000.0,LJ-mesto,Lj. Bežigrad,Ljubljana,2008,,291.46,samostojna
6516482,450000.0,LJ-mesto,Lj. Bežigrad,Ljubljana,1971,2017,300.0,samostojna
5976466,170000.0,J. Primorska,Sežana,Sežana,1900,2011,151.0,vrstna
